Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,56.84,83.91,0.75,34.68,19.06,16.70,3.94,0.45,44.05,0.20,0.40,NA,NA,NA,NA,20.51,71.92,1.81,80.14,NA,0.00,NA,712.68,NA
2021-01-02 00:00:00,56.01,82.36,0.74,36.62,20.06,17.45,3.71,0.54,44.20,0.20,0.40,NA,NA,NA,NA,20.18,77.83,1.59,80.25,NA,0.00,NA,712.32,NA
2021-01-03 00:00:00,36.96,54.83,0.82,28.27,15.69,14.95,4.21,0.40,33.18,0.21,0.45,NA,NA,NA,NA,21.94,78.04,1.78,88.43,NA,0.00,NA,710.81,NA
2021-01-04 00:00:00,31.20,51.41,0.64,31.31,17.15,13.29,3.86,0.54,30.68,0.20,0.42,NA,NA,NA,NA,20.61,80.83,1.44,81.73,NA,0.00,NA,711.39,NA
2021-01-05 00:00:00,25.62,45.18,0.80,30.89,17.07,12.94,3.84,0.49,35.91,0.20,0.41,NA,NA,NA,NA,21.72,80.78,1.59,81.90,NA,0.00,NA,711.72,NA
2021-01-06 00:00:00,11.98,20.75,0.71,30.55,16.82,12.75,2.49,0.41,41.75,0.20,0.43,NA,NA,NA,NA,20.66,86.97,1.51,84.05,NA,0.00,NA,711.18,NA
2021-01-07 00:00:00,15.00,29.25,0.90,35.27,19.46,11.56,1.94,0.64,44.34,0.20,0.41,NA,NA,NA,NA,20.90,83.73,1.43,80.42,NA,0.00,NA,710.07,NA
2021-01-08 00:00:00,21.43,32.88,0.82,34.83,19.18,11.96,1.67,0.46,37.16,0.22,0.45,NA,NA,NA,NA,22.38,76.98,1.45,89.82,NA,0.00,NA,709.27,NA
2021-01-09 00:00:00,24.62,42.10,0.83,39.35,21.54,12.03,1.98,0.83,32.48,0.21,0.44,NA,NA,NA,NA,21.16,79.12,1.31,87.53,NA,0.00,NA,710.28,NA
2021-01-10 00:00:00,26.51,43.89,0.87,34.74,19.17,11.92,2.02,0.52,31.75,0.20,0.43,NA,NA,NA,NA,21.72,75.00,1.44,85.93,NA,0.00,NA,710.98,NA
2021-01-11 00:00:00,35.65,66.97,0.79,36.01,19.75,13.25,1.92,0.58,39.83,0.19,0.41,NA,NA,NA,NA,21.88,73.82,1.25,82.18,NA,0.00,NA,711.73,NA
2021-01-12 00:00:00,34.20,70.73,0.87,31.08,17.23,14.05,1.97,0.51,31.75,0.19,0.41,NA,NA,NA,NA,20.24,74.10,1.44,82.30,NA,0.00,NA,711.73,NA
2021-01-13 00:00:00,39.52,66.94,0.80,30.28,16.71,14.41,1.96,0.60,28.67,0.20,0.43,NA,NA,NA,NA,21.30,69.12,1.49,83.96,NA,0.00,NA,714.64,NA
2021-01-14 00:00:00,44.37,66.98,0.84,24.56,13.74,15.00,2.17,0.67,29.56,0.20,0.41,NA,NA,NA,NA,20.21,75.33,1.49,80.24,NA,0.00,NA,711.44,NA
2021-01-15 00:00:00,45.53,65.39,0.70,20.32,11.38,14.85,2.52,0.35,39.73,0.20,0.43,NA,NA,NA,NA,21.89,69.56,1.52,84.98,NA,0.00,NA,711.08,NA
2021-01-16 00:00:00,51.49,77.03,0.73,20.52,11.50,14.64,2.39,0.25,32.42,0.22,0.47,NA,NA,NA,NA,21.48,72.13,1.42,91.62,NA,0.00,NA,710.38,NA
2021-01-17 00:00:00,44.90,66.63,0.75,21.74,12.18,14.11,2.29,0.29,25.81,0.23,0.47,NA,NA,NA,NA,22.48,64.47,1.45,93.17,NA,0.00,NA,711.08,NA
2021-01-18 00:00:00,37.44,66.09,0.80,25.81,14.35,14.42,2.66,0.45,38.90,0.21,0.43,NA,NA,NA,NA,17.44,65.03,1.61,85.83,NA,0.00,NA,712.09,NA
