Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,51.95,95.42,9.61,32.98,25.35,14.63,6.23,0.96,75.16,0.25,1.19,NA,NA,NA,NA,20.52,52.05,1.68,76.12,NA,0.00,NA,721.11,NA
2019-01-02 00:00:00,35.79,81.20,6.89,35.73,24.58,14.28,6.14,0.81,66.97,0.20,1.27,NA,NA,NA,NA,20.12,52.64,2.13,71.18,NA,0.00,NA,720.92,NA
2019-01-03 00:00:00,39.97,82.85,10.11,36.91,27.85,16.61,4.33,0.75,56.24,0.24,1.29,NA,NA,NA,NA,20.18,53.14,1.80,73.22,NA,0.00,NA,721.72,NA
2019-01-04 00:00:00,47.76,98.59,14.75,41.22,33.92,19.21,7.21,1.05,49.63,0.27,1.34,NA,NA,NA,NA,20.18,51.20,1.78,75.14,NA,0.00,NA,720.83,NA
2019-01-05 00:00:00,41.82,85.26,6.66,32.27,22.57,16.60,5.92,0.43,66.01,0.21,1.25,NA,NA,NA,NA,19.86,54.40,1.63,74.76,NA,0.00,NA,719.79,NA
2019-01-06 00:00:00,52.15,88.39,2.48,25.21,15.42,17.31,6.33,0.48,84.06,0.24,1.11,NA,NA,NA,NA,20.09,60.22,1.65,79.28,NA,0.00,NA,718.32,NA
2019-01-07 00:00:00,52.34,101.27,6.52,35.99,24.45,15.50,7.05,0.53,68.12,0.28,1.44,NA,NA,NA,NA,20.35,59.00,1.63,79.01,NA,0.00,NA,717.71,NA
2019-01-08 00:00:00,59.75,118.42,29.55,44.67,47.80,15.56,5.93,0.77,58.49,0.39,2.16,NA,NA,NA,NA,20.97,48.79,1.35,87.47,NA,0.00,NA,718.16,NA
2019-01-09 00:00:00,61.54,121.73,33.25,45.17,51.06,17.17,8.17,0.73,62.81,0.33,1.94,NA,NA,NA,NA,20.79,45.18,1.37,80.76,NA,0.00,NA,717.94,NA
2019-01-10 00:00:00,59.59,112.98,4.85,40.04,25.24,16.59,5.13,0.58,71.51,0.27,1.40,NA,NA,NA,NA,20.40,51.97,1.61,76.28,NA,0.00,NA,717.86,NA
