Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,83.62,NA,3.33,22.88,23.92,NA,4.44,0.83,71.13,0.00,0.00,NA,NA,NA,NA,NA,50.86,0.40,101.91,NA,NA,144.74,985.49,0.08
2019-01-02 00:00:00,58.04,NA,3.24,19.32,22.56,NA,4.00,0.64,69.90,0.00,0.00,NA,NA,NA,NA,NA,53.04,0.52,87.64,NA,NA,137.97,986.64,0.08
2019-01-03 00:00:00,58.90,NA,3.79,21.32,25.11,NA,4.10,0.55,61.29,0.00,0.00,NA,NA,NA,NA,NA,50.53,0.52,96.57,NA,NA,141.51,985.29,0.08
2019-01-04 00:00:00,65.31,NA,4.88,23.25,28.13,NA,3.86,0.66,59.17,0.00,0.00,NA,NA,NA,NA,NA,47.02,0.48,91.69,NA,NA,129.48,983.46,0.08
2019-01-05 00:00:00,69.05,NA,9.13,25.95,27.93,NA,4.59,0.59,65.95,0.07,0.12,NA,NA,0.09,NA,NA,57.94,0.55,96.47,NA,NA,51.27,989.26,0.08
2019-01-06 00:00:00,71.02,NA,2.96,16.22,19.16,NA,4.19,0.46,72.81,0.16,0.28,NA,NA,0.21,NA,NA,58.58,0.55,106.97,NA,NA,140.73,989.51,0.08
2019-01-07 00:00:00,77.56,NA,4.21,25.02,29.22,NA,4.55,0.58,60.97,0.00,0.00,NA,NA,NA,NA,NA,57.84,0.41,99.90,NA,NA,144.90,989.12,0.08
2019-01-08 00:00:00,73.99,NA,11.30,37.08,48.38,NA,4.93,0.62,52.61,0.30,0.54,NA,NA,0.41,NA,NA,43.96,0.27,119.51,NA,NA,140.21,981.83,0.08
2019-01-09 00:00:00,71.52,NA,8.76,30.99,39.48,NA,5.08,0.43,60.39,0.39,0.70,NA,NA,0.53,NA,NA,38.12,0.34,102.90,NA,NA,145.32,978.78,0.08
2019-01-10 00:00:00,75.60,NA,3.68,22.98,26.66,NA,4.75,0.89,70.50,0.03,0.06,NA,NA,0.05,NA,NA,48.10,0.55,100.63,NA,NA,141.89,984.02,0.08
2019-01-11 00:00:00,69.95,NA,4.25,23.52,27.75,NA,4.73,0.65,68.04,0.08,0.15,NA,NA,0.11,NA,NA,52.88,0.52,110.12,NA,NA,134.82,986.55,0.09
2019-01-12 00:00:00,84.17,NA,3.52,20.97,24.49,NA,4.85,0.52,75.65,0.18,0.31,NA,NA,0.24,NA,NA,56.29,0.52,100.38,NA,NA,129.59,988.34,0.08
2019-01-13 00:00:00,62.34,NA,2.93,16.62,19.55,NA,4.54,0.48,68.18,0.04,0.06,NA,NA,0.05,NA,NA,51.88,0.50,100.13,NA,NA,138.66,986.02,0.08
2019-01-14 00:00:00,66.49,NA,3.79,20.62,24.39,NA,4.46,0.98,59.58,0.15,0.27,NA,NA,0.20,NA,NA,54.75,0.44,98.21,NA,NA,131.73,986.55,0.08
2019-01-15 00:00:00,50.43,NA,7.89,27.73,35.62,NA,4.86,1.18,56.10,0.04,0.07,NA,NA,0.05,NA,NA,30.03,0.31,108.97,NA,NA,133.37,974.42,0.08
2019-01-16 00:00:00,74.73,NA,5.51,22.98,28.49,NA,4.72,1.30,72.37,0.06,0.10,NA,NA,0.08,NA,NA,41.97,0.47,99.83,NA,NA,142.92,980.42,0.08
2019-01-17 00:00:00,75.13,NA,13.37,33.21,46.44,NA,4.67,1.08,50.07,0.90,1.62,NA,NA,1.23,NA,NA,50.34,0.35,106.83,NA,NA,136.23,984.77,0.08
2019-01-18 00:00:00,96.75,NA,4.47,23.58,28.05,NA,5.00,0.94,53.51,0.11,0.20,NA,NA,0.15,NA,NA,57.56,0.42,96.53,NA,NA,138.32,988.41,0.08
2019-01-19 00:00:00,94.01,NA,5.68,28.41,33.39,NA,4.17,0.96,48.20,0.07,0.12,NA,NA,0.09,NA,NA,48.87,0.32,109.99,NA,NA,136.88,984.09,0.08
2019-01-20 00:00:00,66.82,NA,3.67,18.99,22.66,NA,5.32,1.01,65.29,0.00,0.00,NA,NA,NA,NA,NA,36.68,0.47,99.07,NA,NA,126.24,977.81,0.08
2019-01-21 00:00:00,72.94,NA,3.17,18.72,21.89,NA,4.09,1.02,69.21,0.00,0.00,NA,NA,NA,NA,NA,49.27,0.66,100.97,NA,NA,135.23,984.51,0.08
2019-01-22 00:00:00,102.99,NA,8.27,35.62,38.05,NA,4.27,0.88,58.16,6.73,6.41,NA,NA,9.17,NA,NA,54.41,0.46,125.77,NA,NA,128.06,987.28,0.09
2019-01-23 00:00:00,89.56,NA,4.49,27.31,31.80,NA,4.27,0.76,69.13,0.00,0.00,NA,NA,NA,NA,NA,55.93,0.54,126.99,NA,NA,142.66,988.05,0.08
2019-01-24 00:00:00,77.31,NA,2.95,17.80,20.75,NA,4.25,0.63,63.43,0.00,0.00,NA,NA,NA,NA,NA,58.58,0.68,123.37,NA,NA,138.71,989.44,0.08
2019-01-25 00:00:00,45.64,NA,3.49,21.29,22.11,NA,4.05,0.55,57.34,0.00,0.00,NA,NA,NA,NA,NA,52.23,0.76,121.97,NA,NA,122.64,986.13,0.08
2019-01-26 00:00:00,67.59,NA,2.99,18.65,21.64,NA,4.99,0.51,46.27,0.00,0.00,NA,NA,NA,NA,NA,64.68,0.51,134.80,NA,NA,97.63,992.61,0.08
2019-01-27 00:00:00,54.05,NA,2.85,15.55,18.39,NA,4.71,0.67,51.21,0.00,0.00,NA,NA,NA,NA,NA,68.09,0.72,122.34,NA,NA,123.73,994.40,0.08
2019-01-28 00:00:00,81.23,NA,12.37,31.43,37.48,NA,3.82,0.60,43.32,0.37,0.65,NA,NA,0.50,NA,NA,68.38,0.55,206.50,NA,NA,116.86,994.54,0.08
2019-01-29 00:00:00,33.78,NA,3.63,19.52,23.15,NA,4.57,0.62,54.45,0.00,0.00,NA,NA,NA,NA,NA,68.74,0.48,109.10,NA,NA,139.74,994.81,0.08
2019-01-30 00:00:00,188.10,NA,4.92,24.96,29.57,NA,3.60,0.82,57.73,0.05,0.08,NA,NA,0.06,NA,NA,67.88,0.53,102.84,NA,NA,57.18,994.41,0.08
2019-01-31 00:00:00,55.52,NA,2.58,16.47,18.92,NA,4.57,0.60,74.30,0.00,0.00,NA,NA,NA,NA,NA,59.40,0.66,97.62,NA,NA,143.71,989.80,0.08
2019-02-01 00:00:00,53.27,NA,3.41,22.02,25.41,NA,4.69,0.59,62.99,0.00,0.00,NA,NA,NA,NA,NA,56.03,0.53,103.02,NA,NA,136.65,988.03,0.08
2019-02-02 00:00:00,54.45,NA,2.90,19.73,22.54,NA,4.77,0.58,66.58,0.00,0.00,NA,NA,NA,NA,NA,56.10,0.49,97.78,NA,NA,121.72,988.12,0.08
2019-02-03 00:00:00,43.68,NA,2.70,14.00,16.70,NA,3.87,0.76,63.87,0.00,0.00,NA,NA,NA,NA,NA,57.37,0.62,103.19,NA,NA,140.70,988.70,0.08
2019-02-04 00:00:00,34.35,NA,3.48,14.95,18.43,NA,4.12,0.72,49.94,0.00,0.00,NA,NA,NA,NA,NA,57.86,0.60,93.18,NA,NA,149.41,988.45,0.08
2019-02-05 00:00:00,44.71,NA,2.77,12.30,15.07,NA,3.83,0.96,66.88,0.00,0.00,NA,NA,NA,NA,NA,60.43,0.81,101.71,NA,NA,116.85,989.94,0.08
2019-02-06 00:00:00,59.55,NA,2.63,17.90,20.53,NA,4.70,0.70,83.68,0.20,0.35,NA,NA,0.27,NA,NA,43.81,0.67,102.51,NA,NA,147.60,993.81,0.08
2019-02-07 00:00:00,57.40,NA,3.00,22.64,25.49,NA,3.92,1.04,69.78,0.30,0.54,NA,NA,0.41,NA,NA,45.87,0.64,109.98,NA,NA,117.61,1007.38,0.08
2019-02-08 00:00:00,75.14,NA,3.32,20.39,23.42,NA,4.39,1.07,53.47,0.60,1.08,NA,NA,0.82,NA,NA,55.13,0.47,161.11,NA,NA,137.27,1012.18,0.08
2019-02-09 00:00:00,79.66,NA,3.46,21.76,25.23,NA,4.20,0.81,56.71,0.30,0.54,NA,NA,0.41,NA,NA,60.29,0.36,115.31,NA,NA,146.18,1014.93,0.08
2019-02-10 00:00:00,46.28,NA,3.00,15.47,18.47,NA,3.13,0.65,48.99,0.08,0.15,NA,NA,0.11,NA,NA,57.40,0.70,101.94,NA,NA,180.54,1013.61,0.08
2019-02-11 00:00:00,47.95,NA,3.29,14.02,17.11,NA,4.19,0.54,44.06,0.00,0.00,NA,NA,NA,NA,NA,66.46,0.67,91.69,NA,NA,148.45,1018.20,0.08
2019-02-12 00:00:00,64.98,NA,2.99,15.20,18.01,NA,4.39,0.65,58.50,0.00,0.00,NA,NA,NA,NA,NA,62.56,0.67,88.42,NA,NA,174.37,1016.40,0.08
2019-02-13 00:00:00,58.02,NA,3.94,17.98,21.92,NA,4.20,0.80,57.69,0.07,0.12,NA,NA,0.09,NA,NA,56.87,0.51,96.85,NA,NA,174.97,1013.47,0.08
2019-02-14 00:00:00,42.57,NA,3.59,18.13,21.71,NA,4.75,0.50,54.15,0.00,0.00,NA,NA,NA,NA,NA,50.82,0.78,106.25,NA,NA,171.97,1010.31,0.08
2019-02-15 00:00:00,38.56,NA,2.90,18.76,21.66,NA,3.67,0.74,52.51,0.82,1.47,NA,NA,1.12,NA,NA,60.72,0.66,122.97,NA,NA,119.75,1015.46,0.08
2019-02-16 00:00:00,54.10,NA,14.63,35.65,49.44,NA,6.09,1.25,40.04,3.12,5.57,NA,NA,4.25,NA,NA,53.41,0.48,193.35,NA,NA,158.18,1011.32,0.08
2019-02-17 00:00:00,60.26,NA,7.99,31.61,39.60,NA,3.69,0.72,42.14,2.48,4.42,NA,NA,3.38,NA,NA,45.80,0.61,230.28,NA,NA,176.49,1007.62,0.09
2019-02-18 00:00:00,49.48,NA,8.14,34.98,43.13,NA,4.11,0.88,41.13,2.00,3.57,NA,NA,2.73,NA,NA,31.85,0.42,196.84,NA,NA,173.44,1000.34,0.09
2019-02-19 00:00:00,52.36,NA,2.84,16.21,19.05,NA,3.84,0.54,52.44,0.09,0.17,NA,NA,0.13,NA,NA,59.79,0.78,116.84,NA,NA,146.27,1014.90,0.08
2019-02-20 00:00:00,36.70,NA,2.85,13.01,15.75,NA,4.04,0.70,44.01,0.00,0.00,NA,NA,NA,NA,NA,59.02,0.77,99.02,NA,NA,174.79,1014.52,0.08
2019-02-21 00:00:00,40.64,NA,3.99,20.46,24.44,NA,4.49,0.58,44.62,0.07,0.13,NA,NA,0.10,NA,NA,47.50,0.53,89.22,NA,NA,190.62,1008.56,0.08
2019-02-22 00:00:00,36.95,NA,7.44,26.53,33.87,NA,4.94,0.85,46.25,0.19,0.35,NA,NA,0.27,NA,NA,32.55,0.56,86.44,NA,NA,185.77,1000.68,0.08
2019-02-23 00:00:00,53.71,NA,8.26,33.20,41.46,NA,6.38,0.86,49.05,0.36,0.65,NA,NA,0.49,NA,NA,20.55,0.49,92.17,NA,NA,221.59,994.41,0.08
2019-02-24 00:00:00,74.70,NA,7.81,27.00,34.23,NA,3.96,0.75,51.49,0.29,0.52,NA,NA,0.40,NA,NA,22.53,0.58,102.15,NA,NA,210.35,995.51,0.08
2019-02-25 00:00:00,44.65,NA,11.68,30.05,41.72,NA,6.13,0.76,47.65,0.62,1.11,NA,NA,0.84,NA,NA,19.06,0.54,113.47,NA,NA,238.67,993.59,0.09
2019-02-26 00:00:00,57.71,NA,9.22,34.75,43.97,NA,5.88,0.89,56.15,2.15,3.83,NA,NA,2.92,NA,NA,34.91,0.65,213.06,NA,NA,198.32,1001.92,0.08
2019-02-27 00:00:00,47.06,NA,4.59,30.26,34.49,NA,3.83,0.87,49.61,1.12,2.01,NA,NA,1.53,NA,NA,50.77,0.75,208.24,NA,NA,167.86,1010.20,0.08
2019-02-28 00:00:00,52.86,NA,8.50,38.62,47.11,NA,4.26,0.63,53.65,1.50,2.67,NA,NA,2.04,NA,NA,29.60,0.53,239.67,NA,NA,195.17,999.21,0.09
