Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,17.34,28.64,2.58,17.10,11.19,10.79,6.22,0.60,22.48,0.40,0.85,NA,NA,NA,NA,21.53,61.08,NA,123.46,NA,NA,NA,712.70,NA
2022-01-02 00:00:00,16.89,27.46,2.59,15.62,10.42,10.48,6.31,0.57,21.98,0.40,0.87,NA,NA,NA,NA,21.60,60.26,NA,127.70,NA,NA,NA,711.78,NA
2022-01-03 00:00:00,27.08,53.32,2.53,20.83,13.15,12.05,6.02,0.68,29.17,0.40,0.87,NA,NA,NA,NA,21.11,59.61,NA,127.04,NA,NA,NA,711.14,NA
2022-01-04 00:00:00,35.95,75.27,2.57,22.07,13.83,13.54,5.86,0.66,34.33,0.39,0.87,NA,NA,NA,NA,20.95,58.29,NA,127.45,NA,NA,NA,711.20,NA
2022-01-05 00:00:00,43.92,95.59,2.57,26.88,16.39,14.12,6.18,0.80,42.59,0.44,0.96,NA,NA,NA,NA,20.88,58.36,NA,141.55,NA,NA,NA,711.14,NA
2022-01-06 00:00:00,36.82,77.75,2.59,21.20,13.38,12.98,5.36,0.64,32.84,0.42,0.92,NA,NA,NA,NA,21.44,59.84,NA,135.51,NA,NA,NA,710.18,NA
2022-01-07 00:00:00,34.98,73.14,2.54,23.69,14.67,12.55,5.98,0.77,32.08,0.43,0.97,NA,NA,NA,NA,21.85,59.61,NA,142.72,NA,NA,NA,710.35,NA
2022-01-08 00:00:00,32.18,66.01,2.58,15.80,10.49,12.64,5.28,0.65,32.82,0.44,0.99,NA,NA,NA,NA,22.13,60.34,NA,146.18,NA,NA,NA,710.83,NA
2022-01-09 00:00:00,31.15,63.47,2.56,12.24,8.59,12.65,5.42,0.61,39.84,0.43,0.95,NA,NA,NA,NA,22.58,59.10,NA,140.60,NA,NA,NA,709.64,NA
2022-01-10 00:00:00,35.39,74.03,2.56,23.15,14.39,12.65,5.71,0.76,NA,0.45,1.01,NA,NA,NA,NA,22.29,59.49,NA,149.53,NA,NA,NA,709.67,NA
2022-01-11 00:00:00,28.98,57.99,2.63,21.84,13.76,11.66,5.81,0.73,NA,0.47,1.06,NA,NA,NA,NA,22.94,55.80,NA,156.51,NA,NA,NA,709.40,NA
2022-01-12 00:00:00,34.76,72.78,2.51,19.40,12.36,13.25,5.71,0.69,NA,0.58,1.29,NA,NA,NA,NA,23.43,56.07,NA,189.28,NA,NA,NA,709.01,NA
2022-01-13 00:00:00,30.99,62.83,2.68,20.74,13.15,11.87,5.68,0.89,NA,0.68,1.50,NA,NA,NA,NA,22.85,54.59,NA,221.82,NA,NA,NA,708.70,NA
2022-01-14 00:00:00,34.33,71.33,2.57,24.47,15.10,12.03,5.67,0.91,34.30,0.52,1.16,NA,NA,NA,NA,22.03,54.70,NA,171.21,NA,NA,NA,708.58,NA
2022-01-15 00:00:00,33.11,68.27,2.53,22.30,13.92,12.54,6.26,0.72,NA,0.48,1.04,NA,NA,NA,NA,22.72,53.82,NA,152.86,NA,NA,NA,709.20,NA
2022-01-16 00:00:00,23.93,45.05,2.61,10.71,7.82,12.38,6.18,0.51,NA,0.40,0.88,NA,NA,NA,NA,22.66,57.74,NA,128.72,NA,NA,NA,710.46,NA
2022-01-17 00:00:00,20.34,36.30,2.60,14.85,10.01,11.11,6.95,0.55,35.23,0.40,0.86,NA,NA,NA,NA,21.86,58.81,NA,126.32,NA,NA,NA,711.96,NA
2022-01-18 00:00:00,25.67,49.62,2.60,19.57,12.52,11.57,6.46,0.62,35.32,0.40,0.86,NA,NA,NA,NA,21.27,57.99,NA,126.12,NA,NA,NA,711.43,NA
2022-01-19 00:00:00,31.98,65.47,2.58,22.25,13.94,12.58,5.61,0.58,38.16,0.39,0.86,NA,NA,NA,NA,22.11,53.67,NA,124.86,NA,NA,NA,710.05,NA
2022-01-20 00:00:00,51.71,114.90,2.70,32.38,19.39,15.37,6.14,0.73,32.19,0.53,1.17,NA,NA,NA,NA,21.94,50.57,NA,172.67,NA,NA,NA,708.43,NA
2022-01-21 00:00:00,50.81,112.83,2.89,31.25,18.96,14.38,6.06,0.69,31.72,0.57,1.26,NA,NA,NA,NA,22.61,49.41,NA,186.42,NA,NA,NA,708.68,NA
2022-01-22 00:00:00,53.56,119.72,2.85,30.35,18.08,14.20,5.22,0.61,31.96,0.73,1.59,NA,NA,NA,NA,22.58,52.01,NA,233.69,NA,NA,NA,707.52,NA
2022-01-23 00:00:00,28.48,56.80,2.59,20.22,12.87,12.19,5.51,0.67,25.58,0.75,1.63,NA,NA,NA,NA,22.94,51.91,NA,240.97,NA,NA,NA,707.31,NA
2022-01-24 00:00:00,28.81,57.45,2.64,21.99,13.84,11.59,5.96,0.65,28.05,0.74,1.60,NA,NA,NA,NA,22.25,45.52,NA,235.94,NA,NA,NA,706.90,NA
2022-01-25 00:00:00,50.45,112.14,2.58,23.69,14.70,13.06,5.93,0.73,37.16,0.55,1.21,NA,NA,NA,NA,22.39,47.22,NA,178.53,NA,NA,NA,706.79,NA
2022-01-26 00:00:00,41.43,89.49,2.62,16.97,11.15,13.21,6.22,0.67,39.36,0.50,1.11,NA,NA,NA,NA,22.49,52.71,NA,163.81,NA,NA,NA,707.22,NA
2022-01-27 00:00:00,35.02,73.08,2.53,15.39,10.24,13.21,5.62,0.60,32.46,0.44,0.98,NA,NA,NA,NA,22.40,57.57,NA,143.01,NA,NA,NA,707.83,NA
2022-01-28 00:00:00,45.05,98.58,2.64,14.99,10.12,12.92,6.25,0.63,NA,0.39,0.85,NA,NA,NA,NA,21.48,58.80,NA,124.89,NA,NA,NA,709.32,NA
2022-01-29 00:00:00,50.24,111.62,2.58,16.29,10.76,13.37,6.59,0.63,10.81,0.39,0.84,NA,NA,NA,NA,22.00,58.21,NA,123.58,NA,NA,NA,710.24,NA
2022-01-30 00:00:00,43.46,94.22,2.61,15.98,10.63,13.28,6.10,0.69,11.02,0.43,0.94,NA,NA,NA,NA,23.53,57.76,NA,138.01,NA,NA,NA,709.55,NA
2022-01-31 00:00:00,52.79,117.88,2.62,27.44,16.72,14.23,6.53,0.91,11.06,0.47,1.02,NA,NA,NA,NA,24.17,57.45,NA,149.11,NA,NA,NA,708.65,NA
2022-02-01 00:00:00,57.34,129.23,2.66,21.29,13.49,15.70,6.57,0.74,18.13,0.44,0.96,NA,NA,NA,NA,24.08,58.44,NA,140.70,NA,NA,NA,708.14,NA
2022-02-02 00:00:00,55.13,123.74,2.61,23.33,14.54,15.47,6.01,0.80,30.30,0.47,1.04,NA,NA,NA,NA,23.99,57.92,NA,152.18,NA,NA,NA,708.74,NA
2022-02-03 00:00:00,55.26,124.27,2.60,22.79,14.24,16.17,5.97,0.96,30.63,0.61,1.36,NA,NA,NA,NA,23.34,61.24,NA,198.42,NA,NA,NA,708.43,NA
2022-02-04 00:00:00,43.13,93.41,2.77,24.97,15.53,13.19,5.77,0.91,18.58,0.77,1.69,NA,NA,NA,NA,23.92,57.42,NA,250.12,NA,NA,NA,707.28,NA
2022-02-05 00:00:00,50.90,113.17,2.64,28.52,17.32,14.62,5.85,0.77,18.43,0.47,1.05,NA,NA,NA,NA,23.58,62.31,NA,154.29,NA,NA,NA,707.71,NA
2022-02-06 00:00:00,40.20,86.16,2.54,16.01,10.59,14.76,6.42,0.61,18.45,0.42,0.94,NA,NA,NA,NA,23.49,66.71,NA,138.20,NA,NA,NA,709.91,NA
2022-02-07 00:00:00,38.66,82.46,2.62,21.24,13.43,13.83,6.44,0.66,18.48,0.44,0.96,NA,NA,NA,NA,22.97,67.48,NA,140.82,NA,NA,NA,710.44,NA
2022-02-08 00:00:00,45.83,100.14,2.59,22.36,14.00,13.67,5.82,0.67,20.70,0.43,0.93,NA,NA,NA,NA,22.86,68.65,NA,136.96,NA,NA,NA,709.50,NA
2022-02-09 00:00:00,42.93,93.07,2.56,18.07,11.70,13.74,6.43,0.59,43.80,0.40,0.87,NA,NA,NA,NA,22.34,71.99,NA,127.42,NA,NA,NA,709.14,NA
2022-02-10 00:00:00,37.85,80.23,2.59,21.43,13.51,13.10,6.03,0.63,40.65,0.39,0.84,NA,NA,NA,NA,22.44,70.34,NA,122.91,NA,NA,NA,708.94,NA
2022-02-11 00:00:00,36.82,77.83,2.59,22.52,14.08,12.63,6.01,0.62,34.52,0.39,0.84,NA,NA,NA,NA,22.89,68.16,NA,123.25,NA,NA,NA,708.81,NA
2022-02-12 00:00:00,30.56,62.14,2.59,17.35,11.34,12.69,6.37,0.55,35.20,0.40,0.86,NA,NA,NA,NA,22.99,73.52,NA,126.80,NA,NA,NA,708.50,NA
2022-02-13 00:00:00,33.23,68.51,2.70,16.13,10.78,13.07,5.98,0.57,38.17,0.41,0.88,NA,NA,NA,NA,22.81,75.49,NA,128.66,NA,NA,NA,707.73,NA
2022-02-14 00:00:00,38.06,80.94,2.55,21.44,13.48,13.50,6.69,0.64,36.96,0.42,0.93,NA,NA,NA,NA,22.90,76.41,NA,135.18,NA,NA,NA,707.57,NA
2022-02-15 00:00:00,42.45,91.79,2.56,18.78,12.07,14.63,6.58,0.68,44.10,0.41,0.89,NA,NA,NA,NA,23.00,75.94,NA,130.46,NA,NA,NA,707.49,NA
2022-02-16 00:00:00,50.28,111.65,2.60,20.35,12.94,15.18,6.63,0.67,46.77,0.41,0.91,NA,NA,NA,NA,22.64,71.76,NA,133.07,NA,NA,NA,705.97,NA
2022-02-17 00:00:00,46.08,100.83,2.58,19.78,12.62,14.64,6.31,0.62,55.15,0.41,0.90,NA,NA,NA,NA,25.36,60.10,NA,132.42,NA,NA,NA,704.95,NA
2022-02-18 00:00:00,36.85,77.65,2.67,18.78,12.16,13.42,6.93,0.71,42.35,0.40,0.86,NA,NA,NA,NA,22.65,76.81,NA,126.25,NA,NA,NA,706.77,NA
2022-02-19 00:00:00,35.01,73.18,2.59,20.23,12.86,12.99,6.72,0.60,36.14,0.40,0.84,NA,NA,NA,NA,22.46,77.25,NA,123.74,NA,NA,NA,708.73,NA
2022-02-20 00:00:00,50.09,110.98,2.65,28.04,17.02,15.32,6.11,0.90,40.33,0.51,1.13,NA,NA,NA,NA,23.97,73.47,NA,165.77,NA,NA,NA,708.29,NA
2022-02-21 00:00:00,49.73,110.20,2.64,28.80,17.45,15.25,7.13,0.92,40.41,0.56,1.25,NA,NA,NA,NA,25.02,74.92,NA,183.88,NA,NA,NA,707.25,NA
2022-02-22 00:00:00,52.20,116.57,2.57,20.55,13.02,16.36,7.30,0.69,46.28,0.45,1.00,NA,NA,NA,NA,25.54,71.76,NA,146.81,NA,NA,NA,708.53,NA
2022-02-23 00:00:00,33.71,69.56,2.64,18.68,12.09,12.97,6.78,0.63,35.54,0.40,0.87,NA,NA,NA,NA,23.95,74.27,NA,127.84,NA,NA,NA,710.78,NA
2022-02-24 00:00:00,26.86,52.55,2.58,19.87,12.67,11.76,6.32,0.57,27.13,0.41,0.88,NA,NA,NA,NA,23.21,73.66,NA,129.59,NA,NA,NA,711.69,NA
2022-02-25 00:00:00,38.36,81.74,2.52,25.21,15.46,12.73,7.06,0.63,33.46,0.40,0.86,NA,NA,NA,NA,23.72,69.36,NA,125.99,NA,NA,NA,710.80,NA
2022-02-26 00:00:00,37.47,79.28,2.60,23.10,14.40,13.38,6.09,0.58,31.72,0.40,0.88,NA,NA,NA,NA,23.21,70.61,NA,127.53,NA,NA,NA,710.65,NA
2022-02-27 00:00:00,30.08,60.80,2.55,18.25,11.78,12.69,6.62,0.59,30.48,0.40,0.86,NA,NA,NA,NA,23.62,69.43,NA,125.85,NA,NA,NA,710.92,NA
2022-02-28 00:00:00,27.87,54.78,2.64,21.88,13.79,11.59,6.56,0.68,28.95,0.42,0.93,NA,NA,NA,NA,23.91,67.16,NA,136.71,NA,NA,NA,710.55,NA
2022-03-01 00:00:00,27.96,55.03,2.61,19.68,12.59,11.92,6.18,0.51,31.31,0.40,0.87,NA,NA,NA,NA,24.66,65.31,NA,126.60,NA,NA,NA,710.54,NA
2022-03-02 00:00:00,34.31,71.27,2.57,29.51,17.78,11.86,6.49,0.61,28.27,0.42,0.91,NA,NA,NA,NA,23.72,60.23,NA,133.86,NA,NA,NA,710.27,NA
