Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,58.40,97.66,1.64,16.00,9.35,8.31,2.62,0.58,90.99,0.22,1.27,NA,NA,NA,NA,20.61,62.03,NA,154.43,NA,NA,NA,719.88,NA
2019-01-02 00:00:00,30.22,79.39,4.64,39.73,24.41,7.45,4.16,1.58,53.92,0.44,3.90,NA,NA,NA,NA,22.96,44.26,NA,141.15,NA,NA,NA,719.77,NA
2019-01-03 00:00:00,43.56,87.73,5.08,31.53,20.40,7.90,2.72,0.63,55.21,0.72,6.44,NA,NA,NA,NA,20.89,57.94,NA,143.50,NA,NA,NA,720.46,NA
2019-01-04 00:00:00,54.25,99.98,4.26,29.76,18.81,8.93,2.43,0.66,54.04,0.73,6.95,NA,NA,NA,NA,19.65,62.53,NA,147.47,NA,NA,NA,720.13,NA
2019-01-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-06 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-08 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-09 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-10 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-11 00:00:00,38.40,89.80,1.72,17.27,10.08,7.73,6.27,0.44,140.75,0.25,3.33,NA,NA,NA,NA,25.89,29.67,NA,196.40,NA,NA,NA,715.93,NA
2019-01-12 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-13 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-14 00:00:00,49.04,106.84,6.76,37.23,24.80,8.30,6.89,0.89,74.56,0.33,2.99,NA,NA,NA,NA,23.40,45.04,NA,158.37,NA,NA,NA,716.22,NA
2019-01-15 00:00:00,41.93,83.91,2.10,27.66,15.91,6.83,7.10,0.55,68.69,0.27,2.56,NA,NA,NA,NA,21.39,44.43,NA,146.53,NA,NA,NA,717.29,NA
2019-01-16 00:00:00,62.56,115.50,4.64,32.19,20.40,8.40,5.16,0.80,79.96,0.28,2.55,NA,NA,NA,NA,21.43,53.76,NA,135.03,NA,NA,NA,717.33,NA
2019-01-17 00:00:00,58.36,111.41,8.28,29.71,21.97,8.64,5.61,0.87,69.95,0.31,2.70,NA,NA,NA,NA,21.82,58.05,NA,151.71,NA,NA,NA,716.15,NA
2019-01-18 00:00:00,68.77,120.55,2.74,24.52,14.77,8.55,4.18,0.75,63.71,0.27,2.24,NA,NA,NA,NA,21.78,62.25,NA,149.89,NA,NA,NA,716.12,NA
2019-01-19 00:00:00,53.24,104.67,3.92,29.96,18.62,7.08,2.86,0.70,57.98,0.27,2.16,NA,NA,NA,NA,21.86,54.85,NA,155.22,NA,NA,NA,717.06,NA
2019-01-20 00:00:00,41.22,82.71,1.89,23.10,13.32,7.05,4.08,0.54,73.46,0.20,1.58,NA,NA,NA,NA,21.33,50.23,NA,130.20,NA,NA,NA,718.23,NA
2019-01-21 00:00:00,50.66,103.59,3.34,30.59,18.48,7.81,5.21,0.61,64.39,0.26,1.96,NA,NA,NA,NA,21.36,56.66,NA,103.68,NA,NA,NA,716.99,NA
2019-01-22 00:00:00,70.54,134.08,7.10,31.80,22.12,8.60,2.64,0.88,88.17,0.35,3.08,NA,NA,NA,NA,21.25,58.97,NA,107.57,NA,NA,NA,716.82,NA
2019-01-23 00:00:00,58.67,124.71,7.41,33.87,23.54,9.88,3.38,0.81,65.15,0.36,2.73,NA,NA,NA,NA,22.12,61.57,NA,116.57,NA,NA,NA,716.49,NA
2019-01-24 00:00:00,51.02,113.78,2.58,26.06,15.45,10.41,2.17,0.97,69.18,0.28,2.30,NA,NA,NA,NA,22.80,63.44,NA,95.22,NA,NA,NA,716.94,NA
2019-01-25 00:00:00,38.81,92.53,2.98,24.27,14.83,10.06,2.47,0.73,58.55,0.26,2.66,NA,NA,NA,NA,22.71,60.02,NA,82.93,NA,NA,NA,716.44,NA
2019-01-26 00:00:00,54.73,105.52,2.15,21.90,12.90,10.23,2.82,0.89,54.08,0.28,2.54,NA,NA,NA,NA,22.92,66.71,NA,100.50,NA,NA,NA,716.42,NA
2019-01-27 00:00:00,41.93,84.76,1.51,17.82,10.21,9.73,3.08,0.71,55.61,0.21,1.74,NA,NA,NA,NA,22.76,68.47,NA,80.06,NA,NA,NA,716.71,NA
