Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,20.74,82.78,2.54,15.87,10.51,8.53,8.27,0.52,70.03,0.14,0.66,NA,NA,NA,NA,20.56,58.42,NA,190.32,NA,NA,NA,709.71,NA
2021-01-02 00:00:00,20.67,81.98,2.49,19.02,12.14,8.00,8.04,0.45,56.73,0.14,0.78,NA,NA,NA,NA,20.27,64.24,NA,189.44,NA,NA,NA,709.57,NA
2021-01-03 00:00:00,13.22,52.82,2.64,14.31,9.77,6.54,7.62,0.42,52.11,0.10,0.44,NA,NA,NA,NA,21.75,60.60,NA,202.73,NA,NA,NA,708.03,NA
2021-01-04 00:00:00,11.68,46.31,2.61,20.04,12.78,5.58,7.87,0.32,35.72,0.13,0.90,NA,NA,NA,NA,20.81,60.64,NA,189.69,NA,NA,NA,708.49,NA
2021-01-05 00:00:00,10.48,40.94,2.57,16.63,10.94,5.20,8.63,0.32,34.60,0.12,0.69,NA,NA,NA,NA,21.78,62.79,NA,191.09,NA,NA,NA,708.84,NA
2021-01-06 00:00:00,2.98,10.76,2.58,17.98,11.67,4.21,7.84,0.22,19.38,0.10,0.88,NA,NA,NA,NA,21.02,63.39,NA,195.14,NA,NA,NA,708.21,NA
2021-01-07 00:00:00,4.72,17.60,2.58,18.33,11.84,4.34,7.12,0.20,14.22,0.11,0.96,NA,NA,NA,NA,21.20,63.46,NA,190.40,NA,NA,NA,707.15,NA
2021-01-08 00:00:00,8.06,31.96,2.62,15.71,10.49,4.88,8.57,0.22,20.13,0.12,1.03,NA,NA,NA,NA,22.44,62.20,NA,203.36,NA,NA,NA,706.69,NA
2021-01-09 00:00:00,10.17,40.50,2.64,17.29,11.34,4.81,7.54,0.20,16.96,0.17,1.27,NA,NA,NA,NA,21.41,76.18,NA,197.01,NA,NA,NA,707.56,NA
2021-01-10 00:00:00,192.99,44.58,2.59,14.48,9.81,5.61,7.62,0.27,26.27,0.11,0.62,NA,NA,NA,NA,21.89,74.89,NA,191.69,NA,NA,NA,708.03,NA
2021-01-11 00:00:00,15.20,58.57,2.54,20.63,13.04,6.62,7.73,0.27,26.45,0.19,1.25,NA,NA,NA,NA,22.02,65.67,NA,174.99,NA,NA,NA,708.89,NA
2021-01-12 00:00:00,27.21,53.64,2.61,20.71,13.14,6.46,7.37,0.27,25.98,0.17,1.34,NA,NA,NA,NA,20.58,64.95,NA,171.24,NA,NA,NA,708.80,NA
2021-01-13 00:00:00,24.33,60.68,2.58,20.78,13.14,6.77,6.88,0.28,29.09,0.18,1.06,NA,NA,NA,NA,21.43,64.27,NA,176.61,NA,NA,NA,708.71,NA
2021-01-14 00:00:00,28.89,65.24,2.57,18.36,11.86,7.38,7.29,0.27,26.73,0.15,0.91,NA,NA,NA,NA,20.46,69.40,NA,180.95,NA,NA,NA,708.56,NA
2021-01-15 00:00:00,32.92,68.79,2.56,16.90,11.07,7.92,7.35,0.33,37.29,0.12,0.65,NA,NA,NA,NA,21.83,66.38,NA,195.36,NA,NA,NA,708.17,NA
2021-01-16 00:00:00,36.65,83.21,2.65,18.54,12.02,8.16,7.67,0.43,53.71,0.13,1.01,NA,NA,NA,NA,21.89,71.64,NA,207.20,NA,NA,NA,707.45,NA
2021-01-17 00:00:00,30.12,69.25,2.65,15.53,10.43,7.66,6.99,0.46,59.18,0.11,0.70,NA,NA,NA,NA,22.32,75.93,NA,185.83,NA,NA,NA,708.17,NA
2021-01-18 00:00:00,23.13,55.77,2.62,21.67,13.65,6.68,7.95,0.41,50.90,0.12,0.72,NA,NA,NA,NA,17.91,65.91,NA,189.97,NA,NA,NA,709.22,NA
2021-01-19 00:00:00,27.65,65.58,2.57,22.75,14.18,6.88,7.05,0.41,52.04,0.16,1.04,NA,NA,NA,NA,NA,62.36,NA,175.85,NA,NA,NA,709.02,NA
2021-01-20 00:00:00,39.94,89.44,2.52,25.82,15.78,7.85,7.23,0.43,53.66,0.18,1.05,NA,NA,NA,NA,NA,61.68,NA,188.88,NA,NA,NA,709.57,NA
2021-01-21 00:00:00,31.88,82.84,2.54,27.96,16.93,6.80,7.70,0.43,54.15,0.21,2.39,NA,NA,NA,NA,26.81,64.96,NA,205.67,NA,NA,NA,709.16,NA
2021-01-22 00:00:00,29.19,78.21,2.68,25.56,15.78,6.83,6.66,0.41,52.75,0.16,1.24,NA,NA,NA,NA,23.97,65.94,NA,193.28,NA,NA,NA,708.97,NA
2021-01-23 00:00:00,41.37,89.79,2.63,22.58,14.14,8.22,7.66,0.52,70.24,0.13,0.76,NA,NA,NA,NA,22.90,66.69,NA,184.93,NA,NA,NA,709.09,NA
2021-01-24 00:00:00,32.99,77.87,2.54,25.28,15.51,7.30,7.51,0.50,70.51,0.16,1.19,NA,NA,NA,NA,23.30,56.63,NA,179.90,NA,NA,NA,709.91,NA
2021-01-25 00:00:00,32.77,74.83,2.62,24.81,15.33,7.40,7.40,0.40,48.87,0.16,1.38,NA,NA,NA,NA,21.42,62.88,NA,189.91,NA,NA,NA,710.48,NA
2021-01-26 00:00:00,27.58,68.18,2.61,25.06,15.46,6.91,7.02,0.44,56.63,0.16,1.18,NA,NA,NA,NA,21.55,60.84,NA,192.32,NA,NA,NA,709.60,NA
2021-01-27 00:00:00,37.15,83.19,2.55,24.38,15.04,8.11,7.69,0.54,73.00,0.14,0.90,NA,NA,NA,NA,21.57,60.15,NA,184.72,NA,NA,NA,709.88,NA
2021-01-28 00:00:00,48.11,94.43,2.56,24.16,14.94,9.23,7.75,0.50,66.17,0.14,0.81,NA,NA,NA,NA,21.07,63.74,NA,187.08,NA,NA,NA,710.33,NA
2021-01-29 00:00:00,51.78,99.86,2.58,19.58,12.52,9.44,7.33,0.53,70.88,0.14,0.83,NA,NA,NA,NA,22.13,62.66,NA,198.69,NA,NA,NA,710.56,NA
2021-01-30 00:00:00,49.30,102.41,2.66,22.73,14.24,8.71,8.25,0.52,69.51,0.19,0.90,NA,NA,NA,NA,22.87,59.28,NA,192.75,NA,NA,NA,709.97,NA
2021-01-31 00:00:00,46.49,94.31,2.59,21.45,13.51,8.55,7.93,0.52,68.83,0.14,0.69,NA,NA,NA,NA,22.60,58.78,NA,189.54,NA,NA,NA,710.18,NA
2021-02-01 00:00:00,32.96,73.29,2.79,23.39,14.71,6.86,8.25,0.47,60.64,0.14,0.84,NA,NA,NA,NA,22.40,56.86,NA,181.31,NA,NA,NA,711.79,NA
