Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,32.17,66.52,11.12,1.61,8.39,25.24,5.34,1.17,5.68,0.17,0.77,NA,NA,NA,NA,23.02,70.79,NA,111.48,NA,NA,NA,724.21,NA
2022-01-02 00:00:00,27.21,48.39,4.97,NA,1.15,16.26,4.82,0.64,5.53,0.11,0.43,NA,NA,NA,NA,23.17,65.79,NA,122.52,NA,NA,NA,723.05,NA
2022-01-03 00:00:00,54.33,78.74,2.21,0.36,0.40,12.05,4.10,0.97,6.18,0.13,0.64,NA,NA,NA,NA,22.90,64.29,NA,125.36,NA,NA,NA,722.49,NA
2022-01-04 00:00:00,63.08,92.45,0.87,NA,0.29,8.38,5.37,1.00,5.96,0.13,0.66,NA,NA,NA,NA,22.78,61.86,NA,124.59,NA,NA,NA,722.45,NA
2022-01-05 00:00:00,66.17,94.04,5.02,19.04,9.48,32.33,4.89,0.94,6.27,0.13,0.62,NA,NA,NA,NA,22.92,60.33,NA,153.67,NA,NA,NA,722.33,NA
2022-01-06 00:00:00,54.09,75.59,8.66,17.14,16.16,65.63,4.99,0.81,7.18,0.11,0.54,NA,NA,NA,NA,23.45,63.78,NA,136.97,NA,NA,NA,721.24,NA
2022-01-07 00:00:00,44.22,63.21,6.83,13.09,12.52,61.48,4.26,0.73,7.09,0.11,0.49,NA,NA,NA,NA,23.91,62.71,NA,150.84,NA,NA,NA,721.50,NA
2022-01-08 00:00:00,41.09,54.74,5.02,8.95,8.84,61.41,4.04,0.49,6.91,0.10,0.31,NA,NA,NA,NA,23.64,65.97,NA,156.39,NA,NA,NA,722.05,NA
2022-01-09 00:00:00,35.93,52.38,2.97,8.04,6.69,49.58,4.77,0.47,7.71,0.10,0.31,NA,NA,NA,NA,24.11,64.00,NA,154.91,NA,NA,NA,720.62,NA
2022-01-10 00:00:00,39.08,56.21,4.65,11.91,10.12,55.56,4.97,0.64,7.02,0.10,0.43,NA,NA,NA,NA,24.22,62.84,NA,165.56,NA,NA,NA,720.66,NA
2022-01-11 00:00:00,31.67,48.58,7.24,11.59,12.05,54.81,3.94,0.61,6.23,0.11,0.41,NA,NA,NA,NA,24.86,61.39,NA,170.39,NA,NA,NA,720.36,NA
2022-01-12 00:00:00,41.96,61.32,4.76,10.03,9.21,56.93,4.50,0.67,6.22,0.12,0.45,NA,NA,NA,NA,24.84,62.34,NA,201.50,NA,NA,NA,719.84,NA
2022-01-13 00:00:00,41.46,62.50,11.24,11.77,15.40,55.25,5.15,0.70,7.58,0.14,0.57,NA,NA,NA,NA,24.12,58.77,NA,227.85,NA,NA,NA,719.57,NA
2022-01-14 00:00:00,59.53,99.84,25.21,11.96,26.86,84.79,4.96,1.04,6.97,0.20,0.84,NA,NA,NA,NA,24.20,53.91,NA,203.47,NA,NA,NA,719.48,NA
2022-01-15 00:00:00,45.74,72.60,7.22,10.93,11.68,60.26,4.31,0.70,8.43,0.11,0.46,NA,NA,NA,NA,25.41,51.58,NA,147.31,NA,NA,NA,720.10,NA
2022-01-16 00:00:00,32.71,43.39,4.07,7.72,7.41,50.88,4.54,0.42,6.70,0.10,0.27,NA,NA,NA,NA,24.18,63.61,NA,121.03,NA,NA,NA,721.49,NA
2022-01-17 00:00:00,31.17,47.73,10.11,12.83,15.04,64.13,3.99,0.69,6.50,0.10,0.46,NA,NA,NA,NA,23.55,63.89,NA,125.52,NA,NA,NA,723.30,NA
2022-01-18 00:00:00,44.88,70.38,17.20,15.42,22.19,72.61,4.11,0.99,7.52,0.14,0.66,NA,NA,NA,NA,23.16,60.64,NA,128.51,NA,NA,NA,722.67,NA
2022-01-19 00:00:00,64.16,89.72,17.66,17.21,23.51,76.46,4.51,1.07,7.60,0.15,0.71,NA,NA,NA,NA,23.99,55.41,NA,128.09,NA,NA,NA,721.12,NA
2022-01-20 00:00:00,77.40,121.69,27.82,14.34,29.99,101.67,4.83,1.38,6.93,0.17,0.91,NA,NA,NA,NA,24.37,48.66,NA,184.12,NA,NA,NA,719.29,NA
2022-01-21 00:00:00,91.53,145.42,39.49,13.69,39.09,122.19,4.36,1.09,6.18,0.22,1.32,NA,NA,NA,NA,25.20,49.05,NA,195.01,NA,NA,NA,719.53,NA
2022-01-22 00:00:00,95.74,154.25,41.35,15.65,41.47,95.23,4.22,1.05,7.21,0.23,1.30,NA,NA,NA,NA,24.46,52.55,NA,250.83,NA,NA,NA,718.11,NA
2022-01-23 00:00:00,57.62,96.97,16.88,9.82,18.95,53.22,4.70,0.94,5.94,0.13,0.63,NA,NA,NA,NA,24.90,45.69,NA,231.77,NA,NA,NA,717.80,NA
2022-01-24 00:00:00,46.12,84.04,17.70,12.45,20.85,47.24,4.79,0.92,7.49,0.15,0.61,NA,NA,NA,NA,24.21,47.41,NA,210.11,NA,NA,NA,717.49,NA
2022-01-25 00:00:00,68.73,126.79,14.56,12.31,18.38,54.61,4.96,0.84,7.02,0.12,0.55,NA,NA,NA,NA,24.17,48.43,NA,191.64,NA,NA,NA,717.44,NA
2022-01-26 00:00:00,46.64,82.76,5.35,11.44,10.43,34.42,4.99,0.56,8.47,0.10,0.37,NA,NA,NA,NA,24.19,57.86,NA,191.66,NA,NA,NA,717.93,NA
2022-01-27 00:00:00,43.75,77.76,7.06,13.15,12.73,33.42,4.81,0.65,6.41,0.11,0.43,NA,NA,NA,NA,23.84,64.50,NA,163.74,NA,NA,NA,718.45,NA
2022-01-28 00:00:00,58.67,112.62,9.70,16.77,16.81,39.10,4.22,0.77,5.77,0.11,0.51,NA,NA,NA,NA,23.01,64.22,NA,120.70,NA,NA,NA,720.14,NA
2022-01-29 00:00:00,65.11,119.25,11.45,18.54,19.17,41.82,4.67,0.89,7.09,0.12,0.58,NA,NA,NA,NA,23.43,62.51,NA,117.65,NA,NA,NA,721.34,NA
2022-01-30 00:00:00,65.54,102.36,5.69,13.62,11.87,37.37,5.18,0.79,7.53,0.10,0.52,NA,NA,NA,NA,25.28,61.09,NA,139.49,NA,NA,NA,720.40,NA
2022-01-31 00:00:00,77.51,110.04,8.57,19.93,17.57,39.83,4.81,1.06,7.60,0.14,0.76,NA,NA,NA,NA,26.09,59.84,NA,157.44,NA,NA,NA,719.39,NA
2022-02-01 00:00:00,86.62,129.43,8.75,19.79,17.64,44.88,4.70,1.03,5.46,0.13,0.68,NA,NA,NA,NA,25.98,59.28,NA,140.08,NA,NA,NA,718.77,NA
2022-02-02 00:00:00,75.42,121.99,6.29,17.42,14.38,45.14,4.61,0.96,5.95,0.12,0.64,NA,NA,NA,NA,25.95,55.57,NA,156.04,NA,NA,NA,719.49,NA
2022-02-03 00:00:00,60.80,114.16,5.14,15.15,12.24,38.35,4.69,0.88,6.63,0.12,0.58,NA,NA,NA,NA,24.94,59.52,NA,205.92,NA,NA,NA,719.27,NA
2022-02-04 00:00:00,76.24,137.07,15.27,15.18,20.49,43.98,4.55,1.11,6.28,0.14,0.74,NA,NA,NA,NA,25.36,48.74,NA,249.25,NA,NA,NA,717.90,NA
2022-02-05 00:00:00,64.40,114.49,10.63,17.03,17.69,46.58,4.93,0.95,6.51,0.12,0.63,NA,NA,NA,NA,25.54,50.69,NA,181.28,NA,NA,NA,718.30,NA
