Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,66.20,121.35,47.16,80.22,81.01,13.74,8.50,1.38,86.96,0.10,0.46,NA,NA,NA,NA,17.83,48.55,NA,117.64,NA,NA,NA,721.82,NA
2019-01-02 00:00:00,52.06,100.73,40.41,77.26,73.95,13.56,8.00,1.11,77.22,0.10,0.44,NA,NA,NA,NA,13.63,51.41,NA,96.77,NA,NA,NA,722.08,NA
2019-01-03 00:00:00,54.24,109.91,55.26,79.76,87.36,14.58,9.07,1.35,72.68,0.10,0.48,NA,NA,NA,NA,15.51,48.98,NA,107.53,NA,NA,NA,722.59,NA
2019-01-04 00:00:00,56.64,113.99,51.41,82.45,85.65,15.13,8.62,1.20,59.44,0.10,0.49,NA,NA,NA,NA,15.60,45.80,NA,105.88,NA,NA,NA,721.78,NA
2019-01-05 00:00:00,50.48,101.07,40.47,82.87,76.98,15.03,8.19,1.20,74.76,0.10,0.44,NA,NA,NA,NA,18.16,49.89,NA,102.56,NA,NA,NA,720.62,NA
2019-01-06 00:00:00,60.93,106.24,25.42,74.72,60.42,16.34,5.95,1.06,100.79,0.10,0.39,NA,NA,NA,NA,21.16,56.88,NA,110.55,NA,NA,NA,719.10,NA
2019-01-07 00:00:00,64.51,127.58,46.30,84.49,82.58,15.19,8.88,1.46,87.57,0.10,0.51,NA,NA,NA,NA,21.38,54.99,NA,131.34,NA,NA,NA,718.47,NA
2019-01-08 00:00:00,59.34,128.22,45.06,84.56,81.62,15.79,7.79,1.31,79.24,0.10,0.57,NA,NA,NA,NA,22.18,44.72,NA,142.28,NA,NA,NA,719.02,NA
2019-01-09 00:00:00,64.46,128.73,37.58,88.54,77.65,17.02,11.87,1.34,90.54,0.10,0.53,NA,NA,NA,NA,21.96,41.29,NA,117.83,NA,NA,NA,720.86,NA
2019-01-10 00:00:00,69.69,133.52,34.28,91.64,76.61,17.86,9.67,1.24,84.38,0.10,0.49,NA,NA,NA,NA,21.41,48.10,NA,108.22,NA,NA,NA,718.59,NA
2019-01-11 00:00:00,68.27,137.76,43.35,87.93,82.03,17.68,9.70,1.47,84.83,0.10,0.57,NA,NA,NA,NA,21.73,51.20,NA,138.49,NA,NA,NA,719.46,NA
2019-01-12 00:00:00,75.59,149.84,42.43,86.73,80.63,18.50,9.12,1.41,87.92,0.10,0.61,NA,NA,NA,NA,21.80,53.79,NA,133.67,NA,NA,NA,719.32,NA
