Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,52.32,97.18,9.22,23.67,32.87,2.62,2.13,0.81,72.30,NA,NA,NA,NA,NA,NA,NA,67.04,NA,NA,NA,NA,148.82,926.36,NA
2021-01-02 00:00:00,49.19,98.46,9.40,23.00,32.40,2.52,4.85,0.84,66.53,NA,NA,NA,NA,NA,NA,NA,75.48,NA,NA,NA,NA,92.83,929.41,NA
2021-01-03 00:00:00,32.07,56.45,7.52,18.31,25.82,3.15,3.72,0.73,70.08,NA,NA,NA,NA,NA,NA,NA,76.08,NA,NA,NA,NA,108.10,929.04,NA
2021-01-04 00:00:00,35.88,61.92,9.37,21.76,31.13,2.79,4.14,0.80,50.72,NA,NA,NA,NA,NA,NA,NA,79.95,NA,NA,NA,NA,20.27,930.76,NA
2021-01-05 00:00:00,33.49,59.15,10.73,23.50,33.80,3.41,4.65,0.81,51.06,NA,NA,NA,NA,NA,NA,NA,76.74,NA,NA,NA,NA,93.27,934.00,NA
2021-01-06 00:00:00,20.67,37.83,9.01,19.47,28.40,3.36,5.05,0.77,39.54,NA,NA,NA,NA,NA,NA,NA,89.35,NA,NA,NA,NA,40.29,936.77,NA
2021-01-07 00:00:00,22.75,34.37,8.65,18.34,26.99,3.85,3.74,0.82,82.73,NA,NA,NA,NA,NA,NA,NA,89.75,NA,NA,NA,NA,68.80,936.01,NA
2021-01-08 00:00:00,28.80,50.29,7.96,19.71,27.68,3.53,3.80,0.82,69.96,NA,NA,NA,NA,NA,NA,NA,80.63,NA,NA,NA,NA,132.42,931.67,NA
2021-01-09 00:00:00,26.78,56.06,9.40,23.64,33.16,2.97,3.79,0.85,15.99,NA,NA,NA,NA,NA,NA,NA,80.84,NA,NA,NA,NA,44.25,933.29,NA
2021-01-10 00:00:00,30.60,91.09,7.95,21.30,29.25,3.17,4.02,0.76,14.58,NA,NA,NA,NA,NA,NA,NA,77.10,NA,NA,NA,NA,133.38,929.87,NA
2021-01-11 00:00:00,42.37,155.33,10.98,24.97,35.95,2.69,5.21,0.82,2.51,NA,NA,NA,NA,NA,NA,NA,76.29,NA,NA,NA,NA,69.78,933.04,NA
2021-01-12 00:00:00,43.06,158.75,13.68,26.39,40.06,2.63,3.97,0.84,1.76,NA,NA,NA,NA,NA,NA,NA,75.19,NA,NA,NA,NA,50.39,931.82,NA
2021-01-13 00:00:00,45.94,153.56,12.35,24.85,37.20,3.15,5.68,0.88,2.27,NA,NA,NA,NA,NA,NA,NA,66.92,NA,NA,NA,NA,153.58,926.81,NA
2021-01-14 00:00:00,37.15,160.84,8.23,18.54,26.77,3.20,4.70,0.74,3.05,NA,NA,NA,NA,NA,NA,NA,73.56,NA,NA,NA,NA,107.00,924.04,NA
2021-01-15 00:00:00,45.99,169.63,7.93,18.65,26.58,3.34,3.89,0.76,3.48,NA,NA,NA,NA,NA,NA,NA,71.22,NA,NA,NA,NA,128.69,924.10,NA
2021-01-16 00:00:00,50.58,226.66,7.51,19.05,26.55,3.48,4.17,0.82,4.62,NA,NA,NA,NA,NA,NA,NA,70.91,NA,NA,NA,NA,145.16,923.48,NA
2021-01-17 00:00:00,45.22,210.24,7.30,17.69,24.99,3.58,5.08,0.71,4.31,NA,NA,NA,NA,NA,NA,NA,65.64,NA,NA,NA,NA,157.69,922.63,NA
