Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,62.22,NA,7.28,38.60,45.88,45.88,10.55,0.75,NA,NA,NA,NA,NA,NA,NA,NA,38.34,NA,NA,NA,NA,157.13,1006.15,NA
2019-01-02 00:00:00,53.86,NA,8.95,52.72,61.03,61.67,30.00,0.73,NA,NA,NA,NA,NA,NA,NA,NA,39.23,NA,NA,NA,NA,156.89,1006.27,NA
2019-01-03 00:00:00,52.26,NA,12.49,94.09,106.59,106.59,37.94,0.85,NA,NA,NA,NA,NA,NA,NA,NA,37.60,NA,NA,NA,NA,159.42,1005.62,NA
2019-01-04 00:00:00,46.98,NA,9.54,69.26,78.02,79.09,16.48,1.06,NA,NA,NA,NA,NA,NA,NA,NA,33.71,NA,NA,NA,NA,148.55,1005.05,NA
2019-01-05 00:00:00,34.24,NA,13.44,33.08,42.84,42.92,14.49,1.03,NA,NA,NA,NA,NA,NA,NA,NA,40.41,NA,NA,NA,NA,40.84,1007.19,NA
2019-01-06 00:00:00,49.19,NA,6.46,36.00,42.01,42.46,15.73,0.97,NA,NA,NA,NA,NA,NA,NA,NA,47.05,NA,NA,NA,NA,144.20,1008.66,NA
2019-01-07 00:00:00,50.90,NA,7.45,55.22,62.67,63.10,22.66,0.96,NA,NA,NA,NA,NA,NA,NA,NA,45.62,NA,NA,NA,NA,153.10,1008.00,NA
2019-01-08 00:00:00,60.38,NA,6.87,61.18,68.05,68.05,30.44,0.82,NA,NA,NA,NA,NA,NA,NA,NA,34.90,NA,NA,NA,NA,147.85,1005.40,NA
2019-01-09 00:00:00,50.85,NA,7.10,67.06,74.16,74.16,13.88,0.84,NA,NA,NA,NA,NA,NA,NA,NA,27.73,NA,NA,NA,NA,154.77,1003.68,NA
2019-01-10 00:00:00,67.82,NA,7.37,69.47,76.75,77.56,6.70,0.95,NA,NA,NA,NA,NA,NA,NA,NA,35.95,NA,NA,NA,NA,147.19,1005.61,NA
2019-01-11 00:00:00,67.05,NA,7.58,74.25,81.73,81.73,2.98,0.92,NA,NA,NA,NA,NA,NA,NA,NA,40.55,NA,NA,NA,NA,148.25,1006.70,NA
2019-01-12 00:00:00,70.59,NA,7.29,72.49,79.77,79.77,2.31,0.84,NA,NA,NA,NA,NA,NA,NA,NA,43.65,NA,NA,NA,NA,124.39,1007.42,NA
2019-01-13 00:00:00,52.75,NA,6.95,73.06,79.90,79.90,2.41,0.84,NA,NA,NA,NA,NA,NA,NA,NA,38.53,NA,NA,NA,NA,148.63,1006.22,NA
2019-01-14 00:00:00,62.27,NA,7.69,75.66,83.24,83.24,2.95,0.88,NA,NA,NA,NA,NA,NA,NA,NA,40.96,NA,NA,NA,NA,142.12,1006.81,NA
2019-01-15 00:00:00,52.44,NA,6.77,71.58,78.34,78.34,2.36,0.63,NA,NA,NA,NA,NA,NA,NA,NA,19.75,NA,NA,NA,NA,134.99,1001.50,NA
2019-01-16 00:00:00,66.23,NA,7.37,76.56,83.04,83.94,2.62,0.88,NA,NA,NA,NA,NA,NA,NA,NA,31.95,NA,NA,NA,NA,152.60,1004.63,NA
2019-01-17 00:00:00,58.48,NA,9.02,60.85,68.97,68.98,4.87,0.70,NA,NA,NA,NA,NA,NA,NA,NA,41.63,NA,NA,NA,NA,196.77,1006.86,NA
2019-01-18 00:00:00,50.45,NA,4.32,25.81,28.73,28.73,14.89,1.03,NA,NA,NA,NA,NA,NA,NA,NA,29.11,NA,NA,NA,NA,122.11,1004.71,NA
2019-01-19 00:00:00,44.97,NA,4.85,26.88,31.30,31.63,15.21,0.76,NA,NA,NA,NA,NA,NA,NA,NA,55.49,NA,NA,NA,NA,156.80,1006.42,NA
2019-01-20 00:00:00,28.97,NA,3.96,21.92,25.88,25.88,9.58,0.74,NA,NA,NA,NA,NA,NA,NA,NA,82.72,NA,NA,NA,NA,129.41,1004.09,NA
2019-01-21 00:00:00,37.07,NA,4.23,26.70,30.92,30.92,8.08,0.93,NA,NA,NA,NA,NA,NA,NA,NA,29.28,NA,NA,NA,NA,141.21,1005.68,NA
2019-01-22 00:00:00,50.40,NA,5.25,26.91,32.15,32.15,4.24,1.10,NA,NA,NA,NA,NA,NA,NA,NA,46.34,NA,NA,NA,NA,135.24,1006.94,NA
2019-01-23 00:00:00,43.08,NA,4.72,25.98,30.66,30.66,4.31,1.05,NA,NA,NA,NA,NA,NA,NA,NA,52.12,NA,NA,NA,NA,133.84,1008.33,NA
2019-01-24 00:00:00,34.95,NA,4.36,22.15,26.45,26.45,3.69,0.86,NA,NA,NA,NA,NA,NA,NA,NA,54.21,NA,NA,NA,NA,130.84,1008.81,NA
2019-01-25 00:00:00,26.33,NA,4.20,20.17,23.98,23.98,4.12,0.94,NA,NA,NA,NA,NA,NA,NA,NA,51.10,NA,NA,NA,NA,113.39,1007.99,NA
2019-01-26 00:00:00,31.83,NA,4.16,19.44,23.55,23.55,4.02,0.93,NA,NA,NA,NA,NA,NA,NA,NA,57.96,NA,NA,NA,NA,99.38,1009.65,NA
2019-01-27 00:00:00,27.62,NA,4.11,17.29,21.38,21.38,3.85,0.86,NA,NA,NA,NA,NA,NA,NA,NA,61.00,NA,NA,NA,NA,78.68,1010.35,NA
2019-01-28 00:00:00,26.20,NA,4.13,16.81,20.92,20.92,3.98,0.79,NA,NA,NA,NA,NA,NA,NA,NA,64.68,NA,NA,NA,NA,108.81,1011.27,NA
2019-01-29 00:00:00,23.40,NA,4.24,18.24,22.48,22.48,4.13,0.81,NA,NA,NA,NA,NA,NA,NA,NA,61.52,NA,NA,NA,NA,122.80,1010.46,NA
2019-01-30 00:00:00,31.67,NA,4.20,17.95,22.15,22.15,3.56,0.80,NA,NA,NA,NA,NA,NA,NA,NA,55.68,NA,NA,NA,NA,178.55,1009.05,NA
2019-01-31 00:00:00,29.17,NA,4.09,20.70,24.69,24.69,4.23,1.03,NA,NA,NA,NA,NA,NA,NA,NA,38.34,NA,NA,NA,NA,145.68,1004.99,NA
2019-02-01 00:00:00,39.80,NA,4.28,22.42,26.69,26.69,3.68,0.93,NA,NA,NA,NA,NA,NA,NA,NA,50.46,NA,NA,NA,NA,131.65,1007.78,NA
2019-02-02 00:00:00,36.06,NA,3.96,21.55,25.52,25.52,4.09,0.87,NA,NA,NA,NA,NA,NA,NA,NA,50.44,NA,NA,NA,NA,140.02,1007.77,NA
